flight_no.,date_and_time_(utc),"version,_booster[j]",launch_site,payload_mass_kg,payload_mass,orbit,customer,launch_outcome,booster_landing,launch_date
472,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. The active fairing half flew for record 30th time as per launch webcasts.[337],Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. The active fairing half flew for record 30th time as per launch webcasts.[337],Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. The active fairing half flew for record 30th time as per launch webcasts.[337],28.0,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. The active fairing half flew for record 30th time as per launch webcasts.[337],Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. The active fairing half flew for record 30th time as per launch webcasts.[337],Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. The active fairing half flew for record 30th time as per launch webcasts.[337],Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. The active fairing half flew for record 30th time as per launch webcasts.[337],Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. The active fairing half flew for record 30th time as per launch webcasts.[337],
473,"May 13, 2025 01:15[338]",F9 B5 B1088‑6,"Vandenberg, SLC‑4E",15.0,"~14,950 kg (32,960 lb)",LEO,SpaceX,Success,Success (OCISLY),2025-05-13
473,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,26.0,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,
474,"May 13, 2025 05:02[339]",F9 B5 B1067‑28,"Kennedy, LC‑39A",6.0,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI),2025-05-13
474,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to launch and land for the 28th time. 100th single-stick Falcon 9 to launch from LC-39A.,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to launch and land for the 28th time. 100th single-stick Falcon 9 to launch from LC-39A.,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to launch and land for the 28th time. 100th single-stick Falcon 9 to launch from LC-39A.,28.0,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to launch and land for the 28th time. 100th single-stick Falcon 9 to launch from LC-39A.,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to launch and land for the 28th time. 100th single-stick Falcon 9 to launch from LC-39A.,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to launch and land for the 28th time. 100th single-stick Falcon 9 to launch from LC-39A.,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to launch and land for the 28th time. 100th single-stick Falcon 9 to launch from LC-39A.,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to launch and land for the 28th time. 100th single-stick Falcon 9 to launch from LC-39A.,
475,"May 14, 2025 16:38[340]",F9 B5 B1090‑4,"Cape Canaveral, SLC‑40",6.0,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG),2025-05-14
475,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,28.0,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,
476,"May 16, 2025 13:43[341]",F9 B5 B1093‑2,"Vandenberg, SLC‑4E",15.0,"~14,950 kg (32,960 lb)",LEO,SpaceX,Success,Success (OCISLY),2025-05-16
476,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,26.0,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,
477,"May 21, 2025 03:19[342]",F9 B5 B1095‑1,"Cape Canaveral, SLC‑40",12.0,"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (JRTI),2025-05-21
477,"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",23.0,"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",
478,"May 23, 2025 22:32[343]",F9 B5 B1075‑18,"Vandenberg, SLC‑4E",11.0,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (OCISLY),2025-05-23
478,Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 450th Falcon booster landing.,Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 450th Falcon booster landing.,Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 450th Falcon booster landing.,27.0,Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 450th Falcon booster landing.,Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 450th Falcon booster landing.,Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 450th Falcon booster landing.,Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 450th Falcon booster landing.,Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 450th Falcon booster landing.,
479,"May 24, 2025 17:19[344]",F9 B5 B1069‑24,"Cape Canaveral, SLC‑40",12.0,"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (ASOG),2025-05-24
479,"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",23.0,"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",
480,"May 27, 2025 16:57[345]",F9 B5 B1082‑13,"Vandenberg, SLC‑4E",17.0,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY),2025-05-27
480,Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 98° to expand internet constellation. First Starlink launch with SSO inclination in over 2 years.,Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 98° to expand internet constellation. First Starlink launch with SSO inclination in over 2 years.,Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 98° to expand internet constellation. First Starlink launch with SSO inclination in over 2 years.,24.0,Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 98° to expand internet constellation. First Starlink launch with SSO inclination in over 2 years.,Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 98° to expand internet constellation. First Starlink launch with SSO inclination in over 2 years.,Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 98° to expand internet constellation. First Starlink launch with SSO inclination in over 2 years.,Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 98° to expand internet constellation. First Starlink launch with SSO inclination in over 2 years.,Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 98° to expand internet constellation. First Starlink launch with SSO inclination in over 2 years.,
